GS_SNAP,GS_INSTR_DESC,GS_BASE_CCY,GS_TRGT_CCY,GS_INSTR_TYPE,GS_INSTR_PRC_TYPE,GS_INSTR_PRICE,GS_VALUE_DATE,GS_PROCESSING_DATE
ASIA,RUSDNOKSPOTFXMID2D_LOW,USD,NOK,FX-SPOT,BID,8.5382,2023-03-15,2023-03-15
ASIA,RUSDTHBSPOTFXMID2D_LOW,USD,THB,FX-SPOT,BID,32.71,2023-03-15,2023-03-15
ASIA,RUSDZARSPOTFXMID2D_LOW,USD,ZAR,FX-SPOT,BID,14.1235,2023-03-15,2023-03-15
ASIA,REURUSDSPOTFXMID2D_LOW,EUR,USD,FX-SPOT,BID,1.1375,2023-03-15,2023-03-15
ASIA,RGBPUSDSPOTFXMID2D_LOW,GBP,USD,FX-SPOT,BID,1.2662,2023-03-15,2023-03-15
ASIA,RNZDUSDSPOTFXMID2D_LOW,NZD,USD,FX-SPOT,BID,0.6869,2023-03-15,2023-03-15
ASIA,RUSDCHFSPOTFXMID2D_LOW,USD,CHF,FX-SPOT,BID,0.992,2023-03-15,2023-03-15
ASIA,RAUDUSDSPOTFX2D_LOW,AUD,USD,FX-SPOT,BID,0.7232,2023-03-15,2023-03-15
ASIA,RUSDCNYSPOTFXMID2D_LOW,USD,CNY,FX-SPOT,BID,6.8732,2023-03-15,2023-03-15
ASIA,RUSDIDRSPOTFXMID2D_LOW,USD,IDR,FX-SPOT,BID,14480,2023-03-15,2023-03-15
ASIA,RUSDJPYSPOTFXMID2D_LOW,USD,JPY,FX-SPOT,BID,113.49,2023-03-15,2023-03-15
ASIA,RUSDCZKSPOTFXASK2D,USD,CZK,FX-SPOT,BID,22.708,2023-03-15,2023-03-15
ASIA,RUSDDKKSPOTFXMID2D_LOW,USD,DKK,FX-SPOT,BID,6.5605,2023-03-15,2023-03-15
ASIA,RUSDMXNSPOTFXASK2D,USD,MXN,FX-SPOT,BID,20.0942,2023-03-15,2023-03-15
ASIA,RUSDHKDSPOTFXMID2D_LOW,USD,HKD,FX-SPOT,BID,7.8095,2023-03-15,2023-03-15
ASIA,RUSDSGDSPOTFXMID2D_LOW,USD,SGD,FX-SPOT,BID,1.3701,2023-03-15,2023-03-15
ASIA,RUSDSEKSPOTFXMID2D_LOW,USD,SEK,FX-SPOT,BID,9.0514,2023-03-15,2023-03-15
ASIA,RUSDCADSPOTFXMID2D_LOW,USD,CAD,FX-SPOT,BID,1.335,2023-03-15,2023-03-15
ASIA,ARTUSDCNHSPOTFXMID2D_LOW,USD,CNH,FX-SPOT,MID,6.8707,2023-03-15,2023-03-15
ASIA,RUSDNOKSPOTFXMID2D_LOW,USD,NOK,FX-SPOT,MID,8.5407,2023-03-15,2023-03-15
ASIA,RUSDTHBSPOTFXMID2D_LOW,USD,THB,FX-SPOT,MID,32.715,2023-03-15,2023-03-15
ASIA,RUSDZARSPOTFXMID2D_LOW,USD,ZAR,FX-SPOT,MID,14.1285,2023-03-15,2023-03-15
ASIA,REURUSDSPOTFXMID2D_LOW,EUR,USD,FX-SPOT,MID,1.13755,2023-03-15,2023-03-15
ASIA,RGBPUSDSPOTFXMID2D_LOW,GBP,USD,FX-SPOT,MID,1.26635,2023-03-15,2023-03-15
ASIA,RNZDUSDSPOTFXMID2D_LOW,NZD,USD,FX-SPOT,MID,0.68695,2023-03-15,2023-03-15
ASIA,RUSDCHFSPOTFXMID2D_LOW,USD,CHF,FX-SPOT,MID,0.99205,2023-03-15,2023-03-15
ASIA,RAUDUSDSPOTFX2D_LOW,AUD,USD,FX-SPOT,MID,0.7233,2023-03-15,2023-03-15
ASIA,RUSDIDRSPOTFXMID2D_LOW,USD,IDR,FX-SPOT,MID,14500,2023-03-15,2023-03-15
ASIA,RUSDJPYSPOTFXMID2D_LOW,USD,JPY,FX-SPOT,MID,113.495,2023-03-15,2023-03-15
ASIA,RUSDCNYSPOTFXMID2D_LOW,USD,CNY,FX-SPOT,MID,6.8742,2023-03-15,2023-03-15
ASIA,RUSDCZKSPOTFXASK2D,USD,CZK,FX-SPOT,MID,22.713,2023-03-15,2023-03-15
ASIA,RUSDDKKSPOTFXMID2D_LOW,USD,DKK,FX-SPOT,MID,6.561,2023-03-15,2023-03-15
ASIA,RUSDMXNSPOTFXASK2D,USD,MXN,FX-SPOT,MID,20.09775,2023-03-15,2023-03-15
ASIA,RUSDHKDSPOTFXMID2D_LOW,USD,HKD,FX-SPOT,MID,7.80955,2023-03-15,2023-03-15
ASIA,RUSDSGDSPOTFXMID2D_LOW,USD,SGD,FX-SPOT,MID,1.37035,2023-03-15,2023-03-15
ASIA,RUSDSEKSPOTFXMID2D_LOW,USD,SEK,FX-SPOT,MID,9.0534,2023-03-15,2023-03-15
ASIA,RUSDCADSPOTFXMID2D_LOW,USD,CAD,FX-SPOT,MID,1.33505,2023-03-15,2023-03-15
