GS_SNAP,GS_INSTR_DESC,GS_BASE_CCY,GS_TRGT_CCY,GS_INSTR_TYPE,GS_INSTR_PRC_TYPE,GS_INSTR_PRICE,GS_VALUE_DATE,GS_PROCESSING_DATE
NEW YORK,RUSDNOKSPOTFXMID2D_LOW,USD,NOK,FX-SPOT,BID,9.0578,2019-01-25,2019-01-25
NEW YORK,RUSDDKKSPOTFXMID2D_LOW,USD,DKK,FX-SPOT,BID,9.0579,2019-01-25,2019-01-25
NEW YORK,RGBPUSDSPOTFXMID2D_LOW,GBP,USD,FX-SPOT,BID,9.058,2019-01-25,2019-01-25
NEW YORK,REURUSDSPOTFXMID2D_LOW,EUR,USD,FX-SPOT,BID,9.0581,2019-01-25,2019-01-25
NEW YORK,RUSDIDRSPOTFXMID2D_LOW,USD,IDR,FX-SPOT,BID,9.0582,2019-01-25,2019-01-25
NEW YORK,RUSDJPYSPOTFXMID2D_LOW,USD,JPY,FX-SPOT,BID,9.0583,2019-01-25,2019-01-25
,,,,,,,,
NEW YORK,RUSDHKDSPOTFXMID2D_LOW,USD,HKD,FX-SPOT,BID,9.0584,2019-01-25,2019-01-25
NEW YORK,RUSDMXNSPOTFXASK2D,USD,MXN,FX-SPOT,BID,9.0585,2019-01-25,2019-01-25
NEW YORK,RUSDZARSPOTFXMID2D_LOW,USD,ZAR,FX-SPOT,BID,9.0586,2019-01-25,2019-01-25
NEW YORK,RUSDCNYSPOTFXMID2D_LOW,USD,CNY,FX-SPOT,BID,9.0587,2019-01-25,2019-01-25
NEW YORK,RAUDUSDSPOTFX2D_LOW,AUD,USD,FX-SPOT,BID,9.0588,2019-01-25,2019-01-25
NEW YORK,RUSDSEKSPOTFXMID2D_LOW,USD,SEK,FX-SPOT,BID,9.0589,2019-01-25,2019-01-25
NEW YORK,RUSDTHBSPOTFXMID2D_LOW,USD,THB,FX-SPOT,BID,9.059,2019-01-25,2019-01-25
NEW YORK,RUSDCADSPOTFXMID2D_LOW,USD,CAD,FX-SPOT,BID,9.0591,2019-01-25,2019-01-25
NEW YORK,RUSDCZKSPOTFXASK2D,USD,CZK,FX-SPOT,BID,9.0592,2019-01-25,2019-01-25
NEW YORK,RNZDUSDSPOTFXMID2D_LOW,NZD,USD,FX-SPOT,BID,9.0593,2019-01-25,2019-01-25
,,,,,,,,
NEW YORK,RUSDCHFSPOTFXMID2D_LOW,USD,CHF,FX-SPOT,MID,5.0594,2019-01-25,2019-01-25
NEW YORK,ARTUSDCNHSPOTFXMID2D_LOW,USD,CNH,FX-SPOT,MID,5.0595,2019-01-25,2019-01-25
NEW YORK,RUSDSGDSPOTFXMID2D_LOW,USD,SGD,FX-SPOT,MID,5.0596,2019-01-25,2019-01-25
NEW YORK,RUSDNOKSPOTFXMID2D_LOW,USD,NOK,FX-SPOT,MID,5.0597,2019-01-25,2019-01-25
NEW YORK,RUSDDKKSPOTFXMID2D_LOW,USD,DKK,FX-SPOT,MID,5.0598,2019-01-25,2019-01-25
NEW YORK,RGBPUSDSPOTFXMID2D_LOW,GBP,USD,FX-SPOT,MID,5.0599,2019-01-25,2019-01-25
NEW YORK,REURUSDSPOTFXMID2D_LOW,EUR,USD,FX-SPOT,MID,5.06,2019-01-25,2019-01-25
NEW YORK,RUSDJPYSPOTFXMID2D_LOW,USD,JPY,FX-SPOT,MID,5.0601,2019-01-25,2019-01-25
NEW YORK,RUSDIDRSPOTFXMID2D_LOW,USD,IDR,FX-SPOT,MID,5.0602,2019-01-25,2019-01-25
NEW YORK,RUSDHKDSPOTFXMID2D_LOW,USD,HKD,FX-SPOT,MID,5.0603,2019-01-25,2019-01-25
NEW YORK,RUSDMXNSPOTFXASK2D,USD,MXN,FX-SPOT,MID,5.0604,2019-01-25,2019-01-25
NEW YORK,RUSDZARSPOTFXMID2D_LOW,USD,ZAR,FX-SPOT,MID,5.0605,2019-01-25,2019-01-25
NEW YORK,RUSDCNYSPOTFXMID2D_LOW,USD,CNY,FX-SPOT,MID,5.0606,2019-01-25,2019-01-25
NEW YORK,RAUDUSDSPOTFX2D_LOW,AUD,USD,FX-SPOT,MID,5.1,2019-01-25,2019-01-25
,,,,,,,,
NEW YORK,RUSDSEKSPOTFXMID2D_LOW,USD,SEK,FX-SPOT,MID,5.0608,2019-01-25,2019-01-25
NEW YORK,RUSDCADSPOTFXMID2D_LOW,USD,CAD,FX-SPOT,MID,5.0609,2019-01-25,2019-01-25
NEW YORK,RUSDTHBSPOTFXMID2D_LOW,USD,THB,FX-SPOT,MID,5.061,2019-01-25,2019-01-25
NEW YORK,RUSDCZKSPOTFXASK2D,USD,CZK,FX-SPOT,MID,5.0611,2019-01-25,2019-01-25
NEW YORK,RNZDUSDSPOTFXMID2D_LOW,NZD,USD,FX-SPOT,MID,5.0612,2019-01-25,2019-01-25
