"TRE_RID_OBJECT","TRE_CDE_ACTION","TRE_DTE_EFFECTIVE","TRE_RID_TRAN_EVENT","TRE_IND_ACTIVE","TRE_TSP_REC_CREATE","TRE_TSP_REC_UPDATE","TRE_UID_REC_CREATE","TRE_UID_REC_UPDATE","TRE_CDE_TIP_TYPE","TRE_RID_TIP","TRE_NUM_LENDER_CNT","TRE_CDE_OBJ_TYP","TRE_CDE_VOL_TRACK","TRE_NUM_PART_CNT","TRE_DTE_EFFCT_PREV","TRE_TXT_COMMENT","TRE_CDE_BRANCH"
"4.EHBQKP","NEW  ","2020-07-09 00:00:00","4.EHBQKQ","Y","2020-09-30 14:09:45","2020-09-30 14:09:45","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"4.EHBQKP","RAPRD","2020-07-09 00:00:00","4OEHBV10","Y","2020-09-30 14:30:10","2020-09-30 14:30:10","RPTSUP01","RPTSUP01","","","","OTR  ","","","","Rate Approval Completed.  Approver: SUPERVISOR, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"4.EHBQKP","RELSD","2020-07-09 00:00:00","4OEHBV6K","Y","2020-09-30 14:35:19","2020-09-30 14:35:19","RPTSUP01","RPTSUP01","","","1","OTR  ","DRAWD","0","","","CG852"
"4.EHBQKP","RVSCH","2020-07-09 00:00:00","4.EHBRGU","Y","2020-09-30 14:11:15","2020-09-30 14:11:15","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"4.EHBQKP","SCNRV","2020-07-09 00:00:00","4.EHBRYA","Y","2020-09-30 14:28:58","2020-09-30 14:28:58","CMARTILL","CMARTILL","","","","OTR  ","","","","Penalty Spread Changed","CG852"
"4.EHBQKP","STA  ","2020-07-09 00:00:00","4.EHBRO6","Y","2020-09-30 14:13:31","2020-09-30 14:13:31","CMARTILL","CMARTILL","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"4.EHBQKP","STRA ","2020-07-09 00:00:00","4.EHBRY2","Y","2020-09-30 14:28:58","2020-09-30 14:28:58","CMARTILL","CMARTILL","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"4.EHBRMQ","CFREL","2020-07-09 00:00:00","4OEHBV1M","Y","2020-09-30 14:31:33","2020-09-30 14:31:33","RPTSUP01","RPTSUP01","CFL  ","4.EHBRMQ","","CFL  ","","","","",""
"4.EHBRMQ","CSHFL","2020-07-09 00:00:00","4OEHBV63","Y","2020-09-30 14:35:19","2020-09-30 14:35:19","RPTSUP01","RPTSUP01","CFL  ","4.EHBRMQ","","CFL  ","","","","",""
"4.EHBST3","APRVD","2020-07-09 00:00:00","4OEHBV8O","Y","2020-09-30 14:55:27","2020-09-30 14:55:27","RPTSUP01","RPTSUP01","","","","OTR  ","","","","Approval completed.  Approver: SUPERVISOR, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"4.EHBST3","CFREL","2020-06-19 00:00:00","4OEHC20H","Y","2020-09-30 18:07:43","2020-09-30 18:07:43","RPTSUP01","RPTSUP01","","","","OTR  ","","","","Cashflow from CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 9,200.00.","CG852"
"4.EHBST3","CSHFL","2020-07-09 00:00:00","4OEHC20J","Y","2020-09-30 18:07:43","2020-09-30 18:07:43","RPTSUP01","RPTSUP01","","","","OTR  ","","","","","CG852"
"4.EHBST3","GENLS","2020-07-09 00:00:00","4.EHBSXG","Y","2020-09-30 14:50:55","2020-09-30 14:50:55","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"4.EHBST3","NEW  ","2020-07-09 00:00:00","4.EHBST4","Y","2020-09-30 14:50:55","2020-09-30 14:50:55","CMARTILL","CMARTILL","","","","OTR  ","","","","reversed initial drawdown","CG852"
"4.EHBST3","RELSD","2020-06-19 00:00:00","4OEHC20U","Y","2020-09-30 18:07:43","2020-09-30 18:07:43","RPTSUP01","RPTSUP01","","","1","OTR  ","PYMNT","0","","","CG852"
"4.EHBST3","STA  ","2020-07-09 00:00:00","4.EHBT0H","Y","2020-09-30 14:52:40","2020-09-30 14:52:40","CMARTILL","CMARTILL","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"4.EHBSXT","CFREL","2020-07-09 00:00:00","4OEHC20F","Y","2020-09-30 18:07:43","2020-09-30 18:07:43","RPTSUP01","RPTSUP01","CFL  ","4.EHBSXT","","CFL  ","","","","",""
"4.EHBSXT","CSHFL","2020-07-09 00:00:00","4OEHC20G","Y","2020-09-30 18:07:43","2020-09-30 18:07:43","RPTSUP01","RPTSUP01","CFL  ","4.EHBSXT","","CFL  ","","","","",""
"4.EHBTVB","APRVD","2020-07-09 00:00:00","4OEHBV9J","Y","2020-09-30 15:29:17","2020-09-30 15:29:17","RPTSUP01","RPTSUP01","","","","OTR  ","","","","Approval completed.  Approver: SUPERVISOR, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"4.EHBTVB","CAN  ","2020-07-09 00:00:00","7MEHN30V","Y","2020-10-06 17:03:56","2020-10-06 17:03:56","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"4.EHBTVB","CFCAN","2020-07-09 00:00:00","4.EHBZDW","Y","2020-09-30 17:10:30","2020-09-30 17:10:30","CMARTILL","CMARTILL","","","","OTR  ","","","","Cashflow from CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 86,000.00.","CG852"
"4.EHBTVB","CFREL","2020-07-09 00:00:00","4OEHBV9Q","Y","2020-09-30 15:30:45","2020-09-30 15:30:45","RPTSUP01","RPTSUP01","","","","OTR  ","","","","Cashflow from CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 86,000.00.","CG852"
"4.EHBTVB","GENLS","2020-07-09 00:00:00","4.EHBUGH","Y","2020-09-30 15:23:53","2020-09-30 15:23:53","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"4.EHBTVB","NEW  ","2020-07-09 00:00:00","4.EHBTVC","Y","2020-09-30 15:23:53","2020-09-30 15:23:53","CMARTILL","CMARTILL","","","","OTR  ","","","","reverse same day","CG852"
"4.EHBTVB","RTP  ","2020-07-09 00:00:00","7MEHN2ZA","Y","2020-10-06 17:03:03","2020-10-06 17:03:03","CMARTILL","CMARTILL","","","","OTR  ","","","","","CG852"
"4.EHBTVB","STA  ","2020-07-09 00:00:00","4.EHBUHT","Y","2020-09-30 15:24:38","2020-09-30 15:24:38","CMARTILL","CMARTILL","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"4.EHBUGS","CFCAN","2020-07-09 00:00:00","4.EHBZDS","Y","2020-09-30 17:10:30","2020-09-30 17:10:30","CMARTILL","CMARTILL","CFL  ","4.EHBUGS","","CFL  ","","","","",""
"4.EHBUGS","CFREL","2020-07-09 00:00:00","4OEHBV9P","Y","2020-09-30 15:30:45","2020-09-30 15:30:45","RPTSUP01","RPTSUP01","CFL  ","4.EHBUGS","","CFL  ","","","","",""
"41EHS9YK","RELSD","2020-07-10 00:00:00","4DEHSBLB","Y","2020-10-09 10:40:36","2020-10-09 10:40:36","MANZANOM","MANZANOM","OTR  ","41EHS9Z4","","OST  ","","","","Released for 110,000.00.","CG852"
"41EHS9Z4","APRVD","2020-07-10 00:00:00","4$EHSB47","Y","2020-10-09 10:39:05","2020-10-09 10:39:05","MANZANOS","MANZANOS","","","","OTR  ","","","","Approval completed.  Approver: APPROVER1, SHINE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"41EHS9Z4","CFREL","2020-07-10 00:00:00","4DEHSBI7","Y","2020-10-09 10:39:56","2020-10-09 10:39:56","MANZANOM","MANZANOM","","","","OTR  ","","","","Cashflow to CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 110,000.00.  Cashflow from CBA OBU EXTERNAL, servicing group CBAOBU(alias:IC)(Sydney, NSW,Australia) for EUR 55,000.00.","CG852"
"41EHS9Z4","CSHFL","2020-07-10 00:00:00","4DEHSBLQ","Y","2020-10-09 10:40:36","2020-10-09 10:40:36","MANZANOM","MANZANOM","","","","OTR  ","","","","","CG852"
"41EHS9Z4","GENLS","2020-07-10 00:00:00","41EHSA0W","Y","2020-10-09 10:31:14","2020-10-09 10:31:14","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"41EHS9Z4","LRMAN","2020-07-10 00:00:00","41EHSA8L","Y","2020-10-09 10:31:41","2020-10-09 10:31:41","SMANZANO","SMANZANO","","","","OTR  ","","","","Base Rate changed to 2%","CG852"
"41EHS9Z4","NEW  ","2020-07-10 00:00:00","41EHS9Z5","Y","2020-10-09 10:31:14","2020-10-09 10:31:14","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"41EHS9Z4","RAPRD","2020-07-10 00:00:00","4DEHSBHK","Y","2020-10-09 10:39:48","2020-10-09 10:39:48","MANZANOM","MANZANOM","","","","OTR  ","","","","Rate Approval Completed.  Approver: APPROVER2, SHINE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"41EHS9Z4","RELSD","2020-07-10 00:00:00","4DEHSBMB","Y","2020-10-09 10:40:36","2020-10-09 10:40:36","MANZANOM","MANZANOM","","","2","OTR  ","DRAWD","1","","","CG852"
"41EHS9Z4","STA  ","2020-07-10 00:00:00","41EHSABK","Y","2020-10-09 10:32:03","2020-10-09 10:32:03","SMANZANO","SMANZANO","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"41EHS9Z4","STRA ","2020-07-10 00:00:00","4$EHSB4N","Y","2020-10-09 10:39:08","2020-10-09 10:39:08","MANZANOS","MANZANOS","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"41EHSA8X","CFREL","2020-07-10 00:00:00","4DEHSBHY","Y","2020-10-09 10:39:56","2020-10-09 10:39:56","MANZANOM","MANZANOM","CFL  ","41EHSA8X","","CFL  ","","","","",""
"41EHSA8X","CSHFL","2020-07-10 00:00:00","4DEHSBLK","Y","2020-10-09 10:40:36","2020-10-09 10:40:36","MANZANOM","MANZANOM","CFL  ","41EHSA8X","","CFL  ","","","","",""
"41EHSA8Z","CFREL","2020-07-10 00:00:00","4DEHSBI6","Y","2020-10-09 10:39:56","2020-10-09 10:39:56","MANZANOM","MANZANOM","CFL  ","41EHSA8Z","","CFL  ","","","","",""
"41EHSA8Z","CSHFL","2020-07-10 00:00:00","4DEHSBLP","Y","2020-10-09 10:40:36","2020-10-09 10:40:36","MANZANOM","MANZANOM","CFL  ","41EHSA8Z","","CFL  ","","","","",""
"41EHSAC9","RELSD","2020-07-10 00:00:00","4DEHSBT9","Y","2020-10-09 10:42:45","2020-10-09 10:42:45","MANZANOM","MANZANOM","OTR  ","41EHSAD1","","OST  ","","","","Released for 130,000.00.","CG852"
"41EHSAD1","APRVD","2020-07-10 00:00:00","4$EHSB0M","Y","2020-10-09 10:38:42","2020-10-09 10:38:42","MANZANOS","MANZANOS","","","","OTR  ","","","","Approval completed.  Approver: APPROVER1, SHINE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"41EHSAD1","CFREL","2020-07-10 00:00:00","4DEHSBQ0","Y","2020-10-09 10:42:07","2020-10-09 10:42:07","MANZANOM","MANZANOM","","","","OTR  ","","","","Cashflow to WSS_JANICE, servicing group DOE(alias:JD)(Amsterdam, Netherlands) for EUR 130,000.00.  Cashflow from COMMONWEALTH BANK AU-OBU(CB022), servicing group LENDING(alias:OL)(Sydney, NSW,Australia) for EUR 52,000.00.","CG852"
"41EHSAD1","CFREL","2020-07-10 00:00:00","4DEHSBQ2","Y","2020-10-09 10:42:07","2020-10-09 10:42:07","MANZANOM","MANZANOM","","","","OTR  ","","","","Cashflow to CBA AMSTERDAM(CG852), servicing group LOAN(alias:OL)(Amsterdam, Netherlands) for EUR 52,000.00.","CG852"
"41EHSAD1","CSHFL","2020-07-10 00:00:00","4DEHSBTZ","Y","2020-10-09 10:42:45","2020-10-09 10:42:45","MANZANOM","MANZANOM","","","","OTR  ","","","","","CG852"
"41EHSAD1","GENLS","2020-07-10 00:00:00","41EHSAFK","Y","2020-10-09 10:37:36","2020-10-09 10:37:36","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"41EHSAD1","LRMAN","2020-07-10 00:00:00","41EHSAI0","Y","2020-10-09 10:37:43","2020-10-09 10:37:43","SMANZANO","SMANZANO","","","","OTR  ","","","","Base Rate changed to 2%","CG852"
"41EHSAD1","NEW  ","2020-07-10 00:00:00","41EHSAD2","Y","2020-10-09 10:37:36","2020-10-09 10:37:36","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"41EHSAD1","RAPRD","2020-07-10 00:00:00","4DEHSBOZ","Y","2020-10-09 10:41:57","2020-10-09 10:41:57","MANZANOM","MANZANOM","","","","OTR  ","","","","Rate Approval Completed.  Approver: APPROVER2, SHINE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"41EHSAD1","RELSD","2020-07-10 00:00:00","4DEHSBUO","Y","2020-10-09 10:42:45","2020-10-09 10:42:45","MANZANOM","MANZANOM","","","2","OTR  ","DRAWD","1","","","CG852"
"41EHSAD1","STA  ","2020-07-10 00:00:00","41EHSAKS","Y","2020-10-09 10:38:04","2020-10-09 10:38:04","SMANZANO","SMANZANO","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"41EHSAD1","STRA ","2020-07-10 00:00:00","4$EHSB12","Y","2020-10-09 10:38:45","2020-10-09 10:38:45","MANZANOS","MANZANOS","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"41EHSAIG","CFREL","2020-07-10 00:00:00","4DEHSBPD","Y","2020-10-09 10:42:07","2020-10-09 10:42:07","MANZANOM","MANZANOM","CFL  ","41EHSAIG","","CFL  ","","","","",""
"41EHSAIG","CSHFL","2020-07-10 00:00:00","4DEHSBTO","Y","2020-10-09 10:42:45","2020-10-09 10:42:45","MANZANOM","MANZANOM","CFL  ","41EHSAIG","","CFL  ","","","","",""
"41EHSAII","CFREL","2020-07-10 00:00:00","4DEHSBPI","Y","2020-10-09 10:42:07","2020-10-09 10:42:07","MANZANOM","MANZANOM","CFL  ","41EHSAII","","CFL  ","","","","",""
"41EHSAII","CSHFL","2020-07-10 00:00:00","4DEHSBTT","Y","2020-10-09 10:42:45","2020-10-09 10:42:45","MANZANOM","MANZANOM","CFL  ","41EHSAII","","CFL  ","","","","",""
"41EHSAIK","CFREL","2020-07-10 00:00:00","4DEHSBPZ","Y","2020-10-09 10:42:07","2020-10-09 10:42:07","MANZANOM","MANZANOM","CFL  ","41EHSAIK","","CFL  ","","","","",""
"41EHSAIK","CSHFL","2020-07-10 00:00:00","4DEHSBTY","Y","2020-10-09 10:42:45","2020-10-09 10:42:45","MANZANOM","MANZANOM","CFL  ","41EHSAIK","","CFL  ","","","","",""
"41EIQ8J7","CFREL","2021-06-09 00:00:00","4:EIQ9TD","Y","2020-10-27 20:33:22","2020-10-27 20:33:22","MGRAMT01","MGRAMT01","CFL  ","41EIQ8J7","","CFL  ","","","","",""
"41EIQ8J7","CSHFL","2021-06-09 00:00:00","4:EIQ9V4","Y","2020-10-27 20:33:34","2020-10-27 20:33:34","MGRAMT01","MGRAMT01","CFL  ","41EIQ8J7","","CFL  ","","","","",""
"42EHSA2H","FRMCH","2020-07-10 00:00:00","KLEHSF5G","Y","2020-10-09 12:48:43","2020-10-09 12:48:43","FI717102","FI717102","","","","FEE  ","","","","The current formula rate has been changed from 1.000000% to 0.750000%","CG852"
"42EHSA2H","NEW  ","2020-07-10 00:00:00","42EHSA2I","Y","2020-10-09 11:12:46","2020-10-09 11:12:46","LIQUSR03","LIQUSR03","","","","FEE  ","","","","Commitment Fee created by AMSTER, LIQUSER THREE","CG852"
"42EHSA2H","RELSD","2020-07-10 00:00:00","K-EHSEB4","Y","2020-10-09 12:42:10","2020-10-09 12:42:10","LIQAPCP3","LIQAPCP3","","","","FEE  ","","","","Commitment Fee released by MANUAL CP APPROVER 3, LIQ","CG852"
"42EHSA6R","RELSD","2020-07-10 00:00:00","K-EHSEA1","Y","2020-10-09 12:42:09","2020-10-09 12:42:09","LIQAPCP3","LIQAPCP3","","","","FTR  ","","","","","CG852"
"43EHS5JM","NEW  ","2020-07-10 00:00:00","43EHS5KH","Y","2020-10-09 09:27:43","2020-10-09 09:27:43","SMANZANO","SMANZANO","","","","LRP  ","","","","","CG852"
"43EHS5JM","STA  ","2020-07-10 00:00:00","43EHS5YL","Y","2020-10-09 09:33:31","2020-10-09 09:33:31","SMANZANO","SMANZANO","","","","LRP  ","","","","Warnings occurred during validation: N","CG852"
"43EHS5JO","GENLS","2020-07-10 00:00:00","43EHS5K3","Y","2020-10-09 09:27:43","2020-10-09 09:27:43","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"43EHS5JO","NEW  ","2020-07-10 00:00:00","43EHS5JP","Y","2020-10-09 09:27:43","2020-10-09 09:27:43","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"43EHS5JO","STA  ","2020-07-10 00:00:00","43EHS5YN","Y","2020-10-09 09:33:31","2020-10-09 09:33:31","SMANZANO","SMANZANO","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"43EHS5N5","GENLS","2020-07-10 00:00:00","43EHS5PR","Y","2020-10-09 09:28:24","2020-10-09 09:28:24","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"43EHS5N5","LRMAN","2020-07-10 00:00:00","43EHS5RT","Y","2020-10-09 09:28:39","2020-10-09 09:28:39","SMANZANO","SMANZANO","","","","OTR  ","","","","Base Rate changed to 2%","CG852"
"43EHS5N5","NEW  ","2020-07-10 00:00:00","43EHS5N6","Y","2020-10-09 09:28:24","2020-10-09 09:28:24","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"43EHS5N5","STA  ","2020-07-10 00:00:00","43EHS5YP","Y","2020-10-09 09:33:31","2020-10-09 09:33:31","SMANZANO","SMANZANO","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"43EHS5T2","GENLS","2020-07-10 00:00:00","43EHS5TF","Y","2020-10-09 09:29:56","2020-10-09 09:29:56","SMANZANO","SMANZANO","","","","ACP  ","","","","","CG852"
"43EHS5T2","NEW  ","2020-07-10 00:00:00","43EHS5T4","Y","2020-10-09 09:29:56","2020-10-09 09:29:56","SMANZANO","SMANZANO","","","","ACP  ","","","","Amount generated by: Projected Due","CG852"
"43EHS5T2","STA  ","2020-07-10 00:00:00","43EHS5YR","Y","2020-10-09 09:33:31","2020-10-09 09:33:31","SMANZANO","SMANZANO","","","","ACP  ","","","","Warnings occurred during validation: N","CG852"
"44EF64ER","INTPY","2020-06-09 00:00:00","JIEHZSYB","Y","2020-10-13 10:53:42","2020-10-13 10:53:42","LIQUSR05","LIQUSR05","ACP  ","#XEHOMRG","","OST  ","","","","Euro LIBOR Option Interest Payment of 0.30 has been applied.","CG852"
"44EF64ER","PPMT ","2020-06-09 00:00:00","JIEHZSX0","Y","2020-10-13 10:53:42","2020-10-13 10:53:42","LIQUSR05","LIQUSR05","OTR  ","#XEHOMPZ","","OST  ","","","","Principal Prepayment of 3,000.00. was applied to the outstanding.","CG852"
"44EF64ER","RELSD","2020-05-27 00:00:00","IHEFMIWU","Y","2020-08-28 09:39:25","2020-08-28 09:39:25","LIQUSR05","LIQUSR05","OTR  ","44EF64FB","","OST  ","","","","Released for 3,750.00.","CG852"
"44EF64ER","RPFRQ","2020-05-27 00:00:00","IHEFMIWV","Y","2020-08-28 09:39:25","2020-08-28 09:39:25","LIQUSR05","LIQUSR05","OTR  ","44EF64FB","","OST  ","","","","Repricing Frequency selected is not on the preferred list.","CG852"
"44EF64FB","APRVD","2020-05-27 00:00:00","POEF62TV","Y","2020-08-19 13:27:56","2020-08-19 13:27:56","LIQSVR05","LIQSVR05","","","","OTR  ","","","","Approval completed.  Approver: AMSTERDAM, LIQSVR. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"44EF64FB","CFREL","2020-05-27 00:00:00","IHEFMIXI","Y","2020-08-28 09:39:25","2020-08-28 09:39:25","LIQUSR05","LIQUSR05","","","","OTR  ","","","","Cashflow to 5M_CBA_TEST, servicing group KRISHNAN(alias:SK)(Amsterdam, Netherlands) for EUR 3,750.00.","CG852"
"44EF64FB","CSHFL","2020-05-29 00:00:00","IHEFMIXK","Y","2020-08-28 09:39:25","2020-08-28 09:39:25","LIQUSR05","LIQUSR05","","","","OTR  ","","","","","CG852"
"44EF64FB","GENLS","2020-05-27 00:00:00","44EF64H9","Y","2020-08-19 13:17:33","2020-08-19 13:17:33","LIQUSR05","LIQUSR05","","","","OTR  ","","","","","CG852"
"44EF64FB","LRMAN","2020-05-27 00:00:00","44EF64IG","Y","2020-08-19 13:18:39","2020-08-19 13:18:39","LIQUSR05","LIQUSR05","","","","OTR  ","","","","Base Rate changed to 0.375%","CG852"
"44EF64FB","NEW  ","2020-05-27 00:00:00","44EF64FC","Y","2020-08-19 13:17:33","2020-08-19 13:17:33","LIQUSR05","LIQUSR05","","","","OTR  ","","","","","CG852"
"44EF64FB","RAPRD","2020-05-27 00:00:00","39EFFFD9","Y","2020-08-24 14:36:23","2020-08-24 14:36:23","LIQSVR04","LIQSVR04","","","","OTR  ","","","","Rate Approval Completed.  Approver: AMSTERDAM, LIQSVR04. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"44EF64FB","RELSD","2020-05-27 00:00:00","IHEFMIY1","Y","2020-08-28 09:39:25","2020-08-28 09:39:25","LIQUSR05","LIQUSR05","","","1","OTR  ","DRAWD","0","","","CG852"
"44EF64FB","STA  ","2020-05-27 00:00:00","44EF64JR","Y","2020-08-19 13:22:33","2020-08-19 13:22:33","LIQUSR05","LIQUSR05","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"44EF64FB","STRA ","2020-05-27 00:00:00","J+EFFDR7","Y","2020-08-24 13:56:22","2020-08-24 13:56:22","LIQUSR05","LIQUSR05","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"44EF64IR","CFREL","2020-05-29 00:00:00","IHEFMIXG","Y","2020-08-28 09:39:25","2020-08-28 09:39:25","LIQUSR05","LIQUSR05","CFL  ","44EF64IR","","CFL  ","","","","",""
"44EF64IR","CSHFL","2020-05-29 00:00:00","IHEFMIXH","Y","2020-08-28 09:39:25","2020-08-28 09:39:25","LIQUSR05","LIQUSR05","CFL  ","44EF64IR","","CFL  ","","","","",""
"44EF64K3","APRVD","2020-05-27 00:00:00","POEF64CL","Y","2020-08-19 14:00:11","2020-08-19 14:00:11","LIQSVR05","LIQSVR05","","","","LRP  ","","","","Approval completed.  Approver: AMSTERDAM, LIQSVR. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"44EF64K3","CAN  ","2020-05-27 00:00:00","Z@EF80L8","Y","2020-08-20 14:34:33","2020-08-20 14:34:33","LIQUSR05","LIQUSR05","","","","LRP  ","","","","","CG852"
"44EF64K3","CFREL","2020-06-03 00:00:00","POEF64OC","Y","2020-08-19 14:07:15","2020-08-19 14:07:15","LIQSVR05","LIQSVR05","","","","LRP  ","","","","Cashflow to 5M_CBA_TEST, servicing group KRISHNAN(alias:SK)(Amsterdam, Netherlands) for EUR 3,000.00.","CG852"
"44EF64K3","NEW  ","2020-05-27 00:00:00","44EF64KO","Y","2020-08-19 13:25:29","2020-08-19 13:25:29","LIQUSR05","LIQUSR05","","","","LRP  ","","","","","CG852"
"44EF64K3","RAPRD","2020-05-27 00:00:00","POEF64MR","Y","2020-08-19 14:06:31","2020-08-19 14:06:31","LIQSVR05","LIQSVR05","","","","LRP  ","","","","Rate Approval Completed.  Approver: AMSTERDAM, LIQSVR. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"44EF64K3","STA  ","2020-05-27 00:00:00","44EF64TG","Y","2020-08-19 13:34:07","2020-08-19 13:34:07","LIQUSR05","LIQUSR05","","","","LRP  ","","","","Warnings occurred during validation: N","CG852"
"44EF64K3","STRA ","2020-05-27 00:00:00","44EF64U6","Y","2020-08-19 14:03:45","2020-08-19 14:03:45","LIQUSR05","LIQUSR05","","","","LRP  ","","","","Warnings occurred during validation: N","CG852"
"44EF64K5","APRVD","2020-05-27 00:00:00","POEF64CN","Y","2020-08-19 14:00:11","2020-08-19 14:00:11","LIQSVR05","LIQSVR05","","","","OTR  ","","","","Approval completed.  Approver: AMSTERDAM, LIQSVR. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"44EF64K5","CAN  ","2020-05-27 00:00:00","Z@EF80LC","Y","2020-08-20 14:34:33","2020-08-20 14:34:33","LIQUSR05","LIQUSR05","","","","OTR  ","","","","","CG852"
"44EF64K5","GENLS","2020-05-27 00:00:00","44EF64KE","Y","2020-08-19 13:25:29","2020-08-19 13:25:29","LIQUSR05","LIQUSR05","","","","OTR  ","","","","","CG852"
"44EF64K5","NEW  ","2020-05-27 00:00:00","44EF64K6","Y","2020-08-19 13:25:29","2020-08-19 13:25:29","LIQUSR05","LIQUSR05","","","","OTR  ","","","","","CG852"
"44EF64K5","STA  ","2020-05-27 00:00:00","44EF64TI","Y","2020-08-19 13:34:07","2020-08-19 13:34:07","LIQUSR05","LIQUSR05","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"44EF64N4","APRVD","2020-05-27 00:00:00","POEF64CM","Y","2020-08-19 14:00:11","2020-08-19 14:00:11","LIQSVR05","LIQSVR05","","","","OTR  ","","","","Approval completed.  Approver: AMSTERDAM, LIQSVR. Job Function: Senior Deal Administrator; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"44EF64N4","CAN  ","2020-05-27 00:00:00","Z@EF80LA","Y","2020-08-20 14:34:33","2020-08-20 14:34:33","LIQUSR05","LIQUSR05","","","","OTR  ","","","","","CG852"
"44EF64N4","GENLS","2020-05-27 00:00:00","44EF64OG","Y","2020-08-19 13:28:15","2020-08-19 13:28:15","LIQUSR05","LIQUSR05","","","","OTR  ","","","","","CG852"
"44EF64N4","LRMAN","2020-05-27 00:00:00","44EF64QQ","Y","2020-08-19 13:32:01","2020-08-19 13:32:01","LIQUSR05","LIQUSR05","","","","OTR  ","","","","Base Rate changed to 0.25%","CG852"
"44EF64N4","NEW  ","2020-05-27 00:00:00","44EF64N5","Y","2020-08-19 13:28:15","2020-08-19 13:28:15","LIQUSR05","LIQUSR05","","","","OTR  ","","","","","CG852"
"44EF64N4","STA  ","2020-05-27 00:00:00","44EF64TK","Y","2020-08-19 13:34:07","2020-08-19 13:34:07","LIQUSR05","LIQUSR05","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"44EF64R6","CFREL","2020-05-27 00:00:00","POEF64OB","Y","2020-08-19 14:07:15","2020-08-19 14:07:15","LIQSVR05","LIQSVR05","CFL  ","44EF64R6","","CFL  ","","","","",""
"45EHC3IX","CFREL","2020-07-09 00:00:00","45EHC3K4","Y","2020-09-30 17:26:10","2020-09-30 17:26:10","JANICEA1","JANICEA1","CFL  ","45EHC3IX","","CFL  ","","","","",""
"45EHC3IX","CSHFL","2020-07-09 00:00:00",")4EHDHED","Y","2020-10-01 11:17:09","2020-10-01 11:17:09","JAQUITAN","JAQUITAN","CFL  ","45EHC3IX","","CFL  ","","","","",""
