"ACN_CDE_ACCT_NUM","ACN_DSC_ACCT_NUM","ACN_IND_ACTIVE","ACN_IND_MAY_DEACT","ACN_TSP_REC_CREATE","ACN_TSP_REC_UPDATE","ACN_UID_REC_CREATE","ACN_UID_REC_UPDATE","ACN_IND_ON_BAL_SHT","ACN_CDE_SUBLEDGER","ACN_IND_VALID","ACN_CDE_ASSET_CLAS"
"CASHSUSPREC    ","Accounts Receivable - Suspense                                        ","Y","Y","2019-04-03 23:44:13","2019-04-03 23:44:13","LS2BATCH","LS2BATCH","Y","WIP  ","",""
"CASHSUSPPAY    ","Accounts Payable - Suspense                                           ","Y","Y","2019-04-03 23:44:13","2019-04-03 23:44:13","LS2BATCH","LS2BATCH","Y","WIP  ","",""
"GSTTACCTPAY    ","GST Payable Account                                                   ","Y","Y","2019-04-03 23:44:13","2019-04-03 23:44:13","LS2BATCH","LS2BATCH","Y","TRANS","",""
"OFBSUNCOCLR    ","Unused Commitment                                                     ","Y","Y","2019-04-03 23:44:13","2019-04-03 23:44:13","LS2BATCH","LS2BATCH","N","LTD  ","",""
"OFBSUNCOOFF    ","Unused Commitment Offset                                              ","Y","Y","2019-04-03 23:44:13","2019-04-03 23:44:13","LS2BATCH","LS2BATCH","N","LTD  ","",""
"OFBSPERFREC    ","L/C Principal Account - Performance Guarantee/SBLC                    ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","N","BAL  ","",""
"OFBSFINCREC    ","L/C Principal Account - Financial Guarantee/SBLC                      ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","N","BAL  ","",""
"OFBSSFBPREC    ","L/C Principal Account - SFBG Performance Guarantee                    ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","N","BAL  ","",""
"OFBSSFBFREC    ","L/C Principal Account - SFBG Financial Guarantee                      ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","N","BAL  ","",""
"OFBSSOLDREC    ","L/C Sold - Non Host Bank Share of L/C Principal                       ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","N","BAL  ","",""
"OFBSOFFSREC    ","L/C Principal Offset - Full Amount of L/C                             ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","N","BAL  ","",""
"FEESLEGLPNL    ","Legal Fees                                                            ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","Y","INCOM","",""
"FEESCOMIREC    ","Facility Commitment Fee - Intergroup                                  ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"FEESCOMIPNL    ","Facility Commitment Fee Income - Intergroup                           ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","Y","INCOM","",""
"FFEELINEPNL    ","Facility Commitment Fee Income (Line Fee)                             ","Y","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","Y","INCOM","",""
"90242001838    ","L/C Sold - Non Host Bank Share of LC Principal                        ","N","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","N","BAL  ","",""
"10006000000    ","Cash Account                                                          ","N","Y","2019-04-03 23:44:14","2019-04-03 23:44:14","LS2BATCH","LS2BATCH","Y","TRANS","",""
"18567000000    ","Loan IQ Cash Clearing with SAP                                        ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","TRANS","",""
"12001001836    ","Loans Principal - Variable                                            ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"12001001837    ","Loans Principal - Fixed                                               ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"13112000000    ","Loans Principal - Intergroup                                          ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"18001001836    ","Interest Receivable Loans - Variable                                  ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"18001001837    ","Interest Receivable Loans - Fixed                                     ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"18002000000    ","Interest Received - Intergroup                                        ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"18564001838    ","Fees Receivable - SBLC Fee                                            ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"18565001838    ","Fees Receivable - IB Lending Fee                                      ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"40007001836    ","Interest Income LAR Loans - Variable                                  ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","INCOM","",""
"40007001837    ","Interest Income LAR Loans - Fixed                                     ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","INCOM","",""
"40080000000    ","Interest Income - Intergroup                                          ","N","Y","2019-04-03 23:44:15","2019-04-03 23:44:15","LS2BATCH","LS2BATCH","Y","INCOM","",""
"46101001838    ","Debt Capital Markets Income (excl Agency)                             ","N","Y","2019-04-03 23:44:17","2019-04-03 23:44:17","LS2BATCH","LS2BATCH","Y","INCOM","",""
"46022001838    ","Break Cost Fee Account                                                ","N","Y","2019-04-03 23:44:17","2019-04-03 23:44:17","LS2BATCH","LS2BATCH","Y","INCOM","",""
"46464001815    ","Guarantee Fee Income - SFBG Perf                                      ","N","Y","2019-04-03 23:44:17","2019-04-03 23:44:17","LS2BATCH","LS2BATCH","Y","INCOM","",""
"46464001816    ","Guarantee Fee Income - Performance                                    ","N","Y","2019-04-03 23:44:17","2019-04-03 23:44:17","LS2BATCH","LS2BATCH","Y","INCOM","",""
"46464001817    ","Guarantee Fee Income - Finance                                        ","N","Y","2019-04-03 23:44:17","2019-04-03 23:44:17","LS2BATCH","LS2BATCH","Y","INCOM","",""
"46464001839    ","Guarantee Fee Income - SFBG Fin                                       ","N","Y","2019-04-03 23:44:17","2019-04-03 23:44:17","LS2BATCH","LS2BATCH","Y","INCOM","",""
"21016000000    ","Principal Liability - Intercompany HB Borrower                        ","N","Y","2019-04-03 23:44:17","2019-04-03 23:44:17","LS2BATCH","LS2BATCH","Y","BAL  ","",""
"50120000000    ","Interest Expense - Intercompany HB Borrower                           ","N","Y","2019-04-03 23:44:18","2019-04-03 23:44:18","LS2BATCH","LS2BATCH","Y","INCOM","",""
