"OFS_CID_LENDER","OFS_CDE_PORTFOLIO","OFS_CDE_EXPENSE","OFS_CDE_BRANCH","OFS_RID_CUS_SVC_GR","OFS_RID_OUTSTANDNG","OFS_AMT_LEGAL","OFS_OTF_AMT_NON_MF","OFS_AMT_NON_BOOK","OFS_AMT_CHARGE_OFF","OFS_AMT_RECOVERY","OFS_AMT_INT_AP_PR","OFS_AMT_FEE_AP_PR","OFS_AMT_DSC_AP_PR","OFS_AMT_DISCOUNT","OFS_AMT_NONACCRUAL","OFS_AMT_NET_ALL"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","0HEGNTQ8","1496.25","1496.25","0","0","0","0","0","0","0","0","1496.25"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","KIEGPC52","222000","222000","0","0","0","0","0","0","0","0","222000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","UMEGPG4V","5800","5800","0","0","0","0","0","0","0","0","5800"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW",":+EH7WYB","200000","200000","0","0","0","0","0","0","0","0","200000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","G)EH9SQ0","1300000","1300000","0","0","0","0","0","0","0","0","1300000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","OWEGCGLE","6500","6500","0","0","0","0","0","0","0","0","6500"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","STEI1SBR","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","4;EHS6TZ","50000","50000","0","0","0","0","0","0","0","0","50000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW",";UEI04RJ","8000","8000","0","0","0","0","0","0","0","0","8000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","?EEHN4OB","5005","5005","0","0","0","0","0","0","0","0","5005"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","41EHS9YK","55000","55000","0","0","0","0","0","0","0","0","55000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","JLEFFB50","300000","300000","0","0","0","0","0","0","0","0","300000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","LCEFY007","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","2)EFMJC3","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","!ZEF5V91","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","HZEFJAAY","4200","4200","0","0","0","0","0","0","0","0","4200"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","04EFZDZF","3200","3200","0","0","0","0","0","0","0","0","3200"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","4DEG5D0E","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","K1EG6O8V","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","P!EGO52H","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","GPEH9QQA","596605.06","596605.06","0","0","0","0","0","0","0","0","596605.06"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","+REHA1EG","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","4MEHS8E8","72000","72000","0","0","0","0","0","0","0","0","72000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","JIEHZR6V","700","700","0","0","0","0","0","0","0","0","700"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","J!EFFB21","213","213","0","0","0","0","0","0","0","0","213"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","DGEFKGBP","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","2YEFMLYV","1100000","1100000","0","0","0","0","0","0","0","0","1100000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","HZEFIZFY","30000","30000","0","0","0","0","0","0","0","0","30000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","-AEFMZGX","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","QNEFW8IN","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","ZIEF9NY0","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","HREFIUF7","1500000","1500000","0","0","0","0","0","0","0","0","1500000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","!1EG56OY","1100000","1100000","0","0","0","0","0","0","0","0","1100000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","KLEG6TZ1","1000000","1000000","0","0","0","0","0","0","0","0","1000000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","UKEG6TAW","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","FJEG71OI","1111000","1111000","0","0","0","0","0","0","0","0","1111000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","OSEGCH4C","630000","630000","0","0","0","0","0","0","0","0","630000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","OWEGCHFR","21000","21000","0","0","0","0","0","0","0","0","21000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","OCEGCG78","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","L*EGNLMN","8000","8000","0","0","0","0","0","0","0","0","8000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","P3EGO6VJ","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","B+EGM7QV","5000","5000","0","0","0","0","0","0","0","0","5000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","9ZEGPOGX","1200000","1200000","0","0","0","0","0","0","0","0","1200000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","+.EHBLOA","21300","21300","0","0","0","0","0","0","0","0","21300"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","I5EI25PL","400000","400000","0","0","0","0","0","0","0","0","400000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW",":LEI3GNT","625000","625000","0","0","0","0","0","0","0","0","625000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","N$EHN6TC","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","L)EHP11T","4100.51","4100.51","0","0","0","0","0","0","0","0","4100.51"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","92EHDPMF","110000","110000","0","0","0","0","0","0","0","0","110000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","7)EETAU9","200000","200000","0","0","0","0","0","0","0","0","200000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","3TEFFGY1","813","813","0","0","0","0","0","0","0","0","813"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","(7EFHGVA","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","HZEFJ9H5","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","H+EFJ1OL","697900","697900","0","0","0","0","0","0","0","0","697900"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","X=EFL8BR","1700000","1700000","0","0","0","0","0","0","0","0","1700000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","IHEFMJUB","400","400","0","0","0","0","0","0","0","0","400"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","-LEFSBOL","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","IHEFMJJ8","1931","1931","0","0","0","0","0","0","0","0","1931"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","04EFZE6G","5050","5050","0","0","0","0","0","0","0","0","5050"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","4IEG5FAI","1400000","1400000","0","0","0","0","0","0","0","0","1400000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","FJEG73SD","2500000","2500000","0","0","0","0","0","0","0","0","2500000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","F?EG7BYL","1700000","1700000","0","0","0","0","0","0","0","0","1700000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","ACEGO0MK","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","Q-EH8CKE","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","+.EHA6G1","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","B+EGM9Y5","11500","11500","0","0","0","0","0","0","0","0","11500"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","L*EGNMFN","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","ACEGO0BI","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","9FEGPOG0","219000","219000","0","0","0","0","0","0","0","0","219000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW",":+EH7WBA","190000","190000","0","0","0","0","0","0","0","0","190000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","+.EHBLEU","12300","12300","0","0","0","0","0","0","0","0","12300"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","N$EHN6FB","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","B5EHOOHX","74900","74900","0","0","0","0","0","0","0","0","74900"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","H+EFJ25O","798422.09","798422.09","0","0","0","0","0","0","0","0","798422.09"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","Z;EF7ZNA","1200000","1200000","0","0","0","0","0","0","0","0","1200000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","86EFDXX2","50000","50000","0","0","0","0","0","0","0","0","50000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","C(EFH91P","240000","240000","0","0","0","0","0","0","0","0","240000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","2YEFMLSM","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","(7EFHHE2","5600","5600","0","0","0","0","0","0","0","0","5600"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","OWEGCGX4","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","B+EGM97T","7500","7500","0","0","0","0","0","0","0","0","7500"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","B+EGM9NV","8500","8500","0","0","0","0","0","0","0","0","8500"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","0JEGNPI3","217000","217000","0","0","0","0","0","0","0","0","217000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","QWEH86Y0","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW",":+EH8RLZ","210000","210000","0","0","0","0","0","0","0","0","210000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","OCEGCH22","620000","620000","0","0","0","0","0","0","0","0","620000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","0JEGNP9U","216000","216000","0","0","0","0","0","0","0","0","216000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","Q?EH8BEI","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","+.EHBIRF","13200","13200","0","0","0","0","0","0","0","0","13200"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","4.EHBQJE","86000","86000","0","0","0","0","0","0","0","0","86000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","G(EHQKWA","4000","4000","0","0","0","0","0","0","0","0","4000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","92EHDFN1","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","7MEHN24H","34500","34500","0","0","0","0","0","0","0","0","34500"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","#:EHOMSQ","22500","22500","0","0","0","0","0","0","0","0","22500"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","..EHDTBL","15000","15000","0","0","0","0","0","0","0","0","15000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","BKEHOLEO","10000","10000","0","0","0","0","0","0","0","0","10000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","SJEBYUH5","1000000","1000000","0","0","0","0","0","0","0","0","1000000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","7)EETFNR","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","ZIEF9M9Y","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","XKEFL4Z3","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","7GEFL2JQ","1210000","1210000","0","0","0","0","0","0","0","0","1210000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","F?EF7SNQ","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","-LEFSEVP","3200","3200","0","0","0","0","0","0","0","0","3200"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","#AEFTQDM","700000","700000","0","0","0","0","0","0","0","0","700000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","#AEFTQWG","600000","600000","0","0","0","0","0","0","0","0","600000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","B*EFVX86","108","108","0","0","0","0","0","0","0","0","108"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","!(EG52QL","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","KREG5NHP","100000","100000","0","0","0","0","0","0","0","0","100000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","OGEGCLGB","660000","660000","0","0","0","0","0","0","0","0","660000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","B+EGMA8L","9800","9800","0","0","0","0","0","0","0","0","9800"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","0JEGNPQC","218000","218000","0","0","0","0","0","0","0","0","218000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","KIEGPCDP","223000","223000","0","0","0","0","0","0","0","0","223000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","+.EHA56R","8900","8900","0","0","0","0","0","0","0","0","8900"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","YREGCR95","720000","720000","0","0","0","0","0","0","0","0","720000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","B#EGM233","1000000","1000000","0","0","0","0","0","0","0","0","1000000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","NJEHN9CR","10000","10000","0","0","0","0","0","0","0","0","10000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","?2EBX2O1","1000000","1000000","0","0","0","0","0","0","0","0","1000000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","SREBYXUN","5000000","5000000","0","0","0","0","0","0","0","0","5000000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW",".FEF9T99","1000000","1000000","0","0","0","0","0","0","0","0","1000000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","(DEFGR26","1080000","1080000","0","0","0","0","0","0","0","0","1080000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","H+EFJ2J9","598816.57","598816.57","0","0","0","0","0","0","0","0","598816.57"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","32EFFH8Y","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","7(EFL02I","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","=SEFJ4YS","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","HREFIU8E","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","ZIEF9MNN","631","631","0","0","0","0","0","0","0","0","631"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","XHEFLBMZ","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","0-EFZSFV","600","600","0","0","0","0","0","0","0","0","600"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","!REG54I6","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","K1EG6P9T","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","Y(EGCPGU","690000","690000","0","0","0","0","0","0","0","0","690000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","LVEGNF9I","211000","211000","0","0","0","0","0","0","0","0","211000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","V:EH9SEM","495000","495000","0","0","0","0","0","0","0","0","495000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","V:EH9VG2","509499.3","509499.3","0","0","0","0","0","0","0","0","509499.3"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","+.EHBPCH","990","990","0","0","0","0","0","0","0","0","990"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","B5EHONDY","13600","13600","0","0","0","0","0","0","0","0","13600"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","(VEHZXGI","86200","86200","0","0","0","0","0","0","0","0","86200"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","3=EHZP5B","200000000","200000000","0","0","0","0","0","0","0","0","200000000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW",":=EHOY0Q","71000","71000","0","0","0","0","0","0","0","0","71000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","$UEHMNMB","8650","8650","0","0","0","0","0","0","0","0","8650"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","SDEBZ23K","2000000","2000000","0","0","0","0","0","0","0","0","2000000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","Y2EFF2M7","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","3SEFFFII","1000000","1000000","0","0","0","0","0","0","0","0","1000000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","!TEG50VR","1300000","1300000","0","0","0","0","0","0","0","0","1300000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","HZEFJ1HC","9900","9900","0","0","0","0","0","0","0","0","9900"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","HZEFJ9ST","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","#!EFUAOU","60000","60000","0","0","0","0","0","0","0","0","60000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","S!EFKY0T","1011000","1011000","0","0","0","0","0","0","0","0","1011000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","OWEGCGRA","22000","22000","0","0","0","0","0","0","0","0","22000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","YVEGE4PI","5500","5500","0","0","0","0","0","0","0","0","5500"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","VJEGNL0B","0","0","0","0","0","0","0","0","0","0","0"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","0AEGNRGP","1933.75","1933.75","0","0","0","0","0","0","0","0","1933.75"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","P!EGO5B1","310000","310000","0","0","0","0","0","0","0","0","310000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","BGEGM4DB","1000000","1000000","0","0","0","0","0","0","0","0","1000000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","9$EGPQEM","520000","520000","0","0","0","0","0","0","0","0","520000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","QKEH83UQ","11250","11250","0","0","0","0","0","0","0","0","11250"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","YVEGDOZV","10000","10000","0","0","0","0","0","0","0","0","10000"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","QJEI3KKH","400000","400000","0","0","0","0","0","0","0","0","400000"
"E2E4RAUV","HFIEU","BP_COL         ","CG852","@ME4QUQW","(VEHZRVD","13250","13250","0","0","0","0","0","0","0","0","13250"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW",")JEIRPGX","9400.13","9400.13","0","0","0","0","0","0","0","0","9400.13"
"E2E4RAUV","HFIEU","BG_COL         ","CG852","@ME4QUQW","41EHSAC9","78000","78000","0","0","0","0","0","0","0","0","78000"
