"GB1_TID_TABLE_ID","GB1_CDE_CODE","GB1_DSC_CODE","GB1_IND_ACTIVE","GB1_IND_MAY_DEACT","GB1_TSP_REC_CREATE","GB1_TSP_REC_UPDATE","GB1_UID_REC_CREATE","GB1_UID_REC_UPDATE"
"CIT","PASG ","Primary Assignment","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"UFN","921  ","Trader Desktop Maintenance","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"ELO","0024 ","IntraLinks","Y","N","2014-04-11 05:20:25","2020-11-03 07:22:10","LS2BATCH","LS2BATCH"
"APT","LINTE","Loan Interest Payment (Exporter Interest Party)","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"APT","LINTS","Loan Interest Payment (Stabilization Agent)","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"APT","AADJE","Accrual Shares Adjustment (Exporter Interest Party)","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"APT","AADJS","Accrual Shares Adjustment (Stabilization Agent)","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"APT","LRINE","Loan Reverse Interest Payment (Exporter Interest Party)","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"APT","LRINS","Loan Reverse Interest Payment (Stabilization Agent)","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"APT","LISAE","Loan Interest Payment Share Adjustment (Exporter Interest Party)","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"APT","LISAS","Loan Interest Payment Share Adjustment (Stabilization Agent)","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"UFN","923  ","IntraLinks Error","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"FTT","PCSTT","Paperclip Payment Stabilization Agent Sub Template","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"ELO","1160 ","1160 - Security for Callback Contacts","Y","N","2014-04-11 05:20:25","2014-04-11 05:20:25","LS2BATCH","LS2BATCH"
"ELO","0056 ","Budget Monitoring","Y","N","2014-04-11 05:20:25","2020-11-03 07:21:39","LS2BATCH","LS2BATCH"
"ELO","1068 ","1068 - Deposit - Autogen and Autorelease PRIN and INT pymts","Y","N","2014-04-11 05:20:25","2020-11-03 07:21:39","LS2BATCH","LS2BATCH"
"FTT","RSTRC","Restructure Intent Notice Template","Y","N","2014-01-13 17:15:36","2014-01-13 17:15:36","LS2BATCH","LS2BATCH"
"BET","1269 ","1269","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1270 ","1270","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1271 ","1271","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1272 ","1272","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1273 ","1273","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1274 ","1274","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1275 ","1275","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1276 ","1276","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1277 ","1277","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1278 ","1278","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1279 ","1279","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1280 ","1280","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1281 ","1281","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1282 ","1282","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1283 ","1283","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1284 ","1284","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1285 ","1285","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1286 ","1286","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1287 ","1287","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1288 ","1288","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1289 ","1289","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1290 ","1290","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1291 ","1291","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"BET","1292 ","1292","Y","N","2014-01-13 17:15:55","2014-01-13 17:15:55","LS2BATCH","LS2BATCH"
"ELO","0028 ","Circle Closing Fee Options","Y","N","2006-10-03 13:33:41","2019-04-03 23:23:06","LS2BATCH","LS2BATCH"
"ELO","0029 ","Split Circle Closing Fees Currency","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"ELO","0030 ","Dynamic National Language Support","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"FTT","BOEAC","Bill Of Exchange Acceptance Notice Template","Y","N","2001-01-23 18:10:16","2001-01-23 18:10:16","LS2BATCH","LS2BATCH"
"ELO","0031 ","Update Facility API Enhancements to Online","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"ELO","0032 ","Interest Rate On Non Loan","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"ELO","0033 ","Lender Copy","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"ELO","0034 ","Participation Fee","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"ELO","0035 ","Reallocate Trade Date Short Positions","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"ELO","0037 ","Summary By Currency in Deal","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"ELO","0038 ","Suppress Circle Automatic Return to Pending","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"ELO","0039 ","Alternate End Date Calendars","Y","N","2006-10-03 13:33:41","2006-10-03 13:33:41","LS2BATCH","LS2BATCH"
"CME","BENF ","Beneficiary","Y","N","2014-01-13 17:16:34","2014-01-13 17:16:34","LS2BATCH","LS2BATCH"
"CME","CATN ","Cautionne","Y","N","2014-01-13 17:16:34","2014-01-13 17:16:34","LS2BATCH","LS2BATCH"
"CTD","BTR  ","Business Transaction","Y","N","2004-07-28 10:05:53","2004-07-28 10:05:53","LS2BATCH","LS2BATCH"
"CTD","BTY  ","Bond Schedule Type","Y","N","2004-07-28 10:05:53","2004-07-28 10:05:53","LS2BATCH","LS2BATCH"
"CTD","CAC  ","Cash Account","Y","N","2004-07-28 10:05:53","2004-07-28 10:05:53","LS2BATCH","LS2BATCH"
"BET","2765 ","2765","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"BET","2766 ","2766","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"BET","2767 ","2767","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"BET","2768 ","2768","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"BET","2769 ","2769","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"BET","2770 ","2770","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"BET","2771 ","2771","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"BET","2772 ","2772","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"BET","2773 ","2773","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"BET","2774 ","2774","Y","N","2014-01-13 17:16:16","2014-01-13 17:16:16","LS2BATCH","LS2BATCH"
"OCF","PCTUS","Percent of Rate Formula Usage","Y","N","2019-04-04 00:48:49","2019-04-04 00:48:49","        ","LS2BATCH"
"UFN","1695 ","Number of Days Past Due and Amounts","Y","N","2019-04-04 00:48:49","2019-04-04 00:48:49","        ","LS2BATCH"
"ELO","3516 ","3516 - Past Due And Delinquency","Y","N","2019-04-04 00:48:49","2020-11-03 07:22:08","        ","LS2BATCH"
"FCF","FPRL ","Pricing Rules","Y","N","2019-04-04 00:48:49","2019-04-04 00:48:49","        ","LS2BATCH"
"VHT","LTAMT","Limit Amount","Y","N","2019-04-04 00:48:49","2019-04-04 00:48:49","        ","LS2BATCH"
"EVN","LMCHG","Limit Changed","Y","N","2019-04-04 00:48:49","2019-04-04 00:48:49","        ","LS2BATCH"
"UFN","1696 ","Auto Charge","Y","N","2019-04-04 00:48:49","2019-04-04 00:48:49","        ","LS2BATCH"
"ELO","3520 ","3520 - Incoming Payment Processing","Y","N","2019-04-04 00:48:49","2020-11-03 07:22:10","        ","LS2BATCH"
"FEA","XAUFT","Fee Types Excluded from Auto-Charge","Y","N","2019-04-04 00:48:49","2019-04-04 00:48:49","        ","LS2BATCH"
"BET","3367 ","3367","Y","N","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","AR   ","Arabic-United Arab Emirates","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","HR   ","Croatian-Croatia","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","FR   ","French-Belgium","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","ES   ","Spanish-Panama","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","MT   ","Maltese-Malta","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","ZH   ","Chinese-Taiwan","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","DA   ","Danish-Denmark","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","VI   ","Vietnamese-Vietnam","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","EN   ","English-United States","Y","Y","2019-04-04 00:48:51","2019-06-26 02:27:16","        ","ADM_PETE"
"LNG","SR   ","Serbian-Montenegro","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","SV   ","Swedish-Sweden","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","HI   ","Hindi-India","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","FI   ","Finnish-Finland","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","UK   ","Ukrainian-Ukraine","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","JA   ","Japanese-Japan","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","PT   ","Portuguese-Brazil","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","IS   ","Icelandic-Iceland","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","CS   ","Czech-Czech Republic","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","PL   ","Polish-Poland","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","CA   ","Catalan-Spain","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"LNG","MS   ","Malay-Malaysia","Y","Y","2019-04-04 00:48:51","2019-04-04 00:48:51","        ","LS2BATCH"
"CEV","BRMVC","Borrower Moved to Collections Watchlist","Y","N","2014-01-13 17:16:25","2014-01-13 17:16:25","LS2BATCH","LS2BATCH"
"CTP","CLWBR","Collections Watchlist Borrower","Y","N","2014-01-13 17:16:25","2014-01-13 17:16:25","LS2BATCH","LS2BATCH"
"EVN","_XSCF","Sent for Setting Cost of Funds","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"UFN","1384 ","Free Form Expense Event Fee Payment","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"UFN","1385 ","Deferred Fees Held","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"ELO","2456 ","2456 - Income & Expense Deferred to FHAD","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"UFN","1386 ","Free Form Event Fee Payment Enhancements","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"ELO","2409 ","2409 - Free Form Event Fee API","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"AFN","149  ","Update Free Form Event Fee Payment","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"AFN","150  ","Reverse Free Form Event Fee Payment","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"OLS","FAIL ","Failed","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"EVN","ASBCH","Accrue on Schedule Balance Changed","Y","N","2014-01-13 17:16:26","2014-01-13 17:16:26","LS2BATCH","LS2BATCH"
"BET","1156 ","1156","Y","N","2014-01-13 17:15:53","2014-01-13 17:15:53","LS2BATCH","LS2BATCH"
"BET","2590 ","2590","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2591 ","2591","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2592 ","2592","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2593 ","2593","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2594 ","2594","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2595 ","2595","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2596 ","2596","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2597 ","2597","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2598 ","2598","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2599 ","2599","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2600 ","2600","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2601 ","2601","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2602 ","2602","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BET","2603 ","2603","Y","N","2014-01-13 17:16:15","2014-01-13 17:16:15","LS2BATCH","LS2BATCH"
"BUT","PTF  ","Portfolio Code","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
"AFN","55   ","Swaps","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
"AFN","56   ","Swap API","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
"UFN","936  ","Update Released Fee Balance Schedule","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
"ELO","1249 ","1249 - User-defined Balance Schedule for Ongoing Fees","Y","N","2014-01-13 17:15:38","2020-11-03 07:22:10","LS2BATCH","LS2BATCH"
"UFN","937  ","Loan Data Exchange","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
"AFN","57   ","Loan Data Exchange","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
"UFN","938  ","New Desktop","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
"AFN","61   ","Cpp Api","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
"AFN","62   ","Cpp Api Function Call","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
"AFC","EXPDT","Expiry Date","Y","N","2014-01-13 17:15:38","2014-01-13 17:15:38","LS2BATCH","LS2BATCH"
