"PDC_DTE_PROD_POS","PDC_PID_PRODUCT_ID","PDC_CDE_PROD_TYPE","PDC_AMT_GLOBAL_CMT","PDC_AMT_BNK_GR_CMT","PDC_AMT_BNK_NT_CMT","PDC_AMT_GLOBAL_OUT","PDC_AMT_BNK_GR_OUT","PDC_AMT_BNK_NT_OUT","PDC_TSP_REC_CREATE","PDC_TSP_REC_UPDATE","PDC_UID_REC_CREATE","PDC_UID_REC_UPDATE","PDC_AMT_UNUSED","PDC_AMT_UNUTILIZED","PDC_AMT_AVAILABLE","PDC_CDE_BRANCH"
"2020-05-27 00:00:00","Q4EDGQL9","FAC  ","50000000","50000000","50000000","0","0","0","2020-07-17 11:30:34","2020-08-26 10:46:05","FJUSRAM ","LS2BATCH","50000000","50000000","50000000","CG852"
"2020-05-27 00:00:00","QFEDH1MI","FAC  ","30000000","30000000","30000000","0","0","0","2020-07-17 16:04:33","2020-08-26 10:46:05","FJUSRAM ","LS2BATCH","30000000","30000000","30000000","CG852"
"2020-05-27 00:00:00","QFEDH1QH","FAC  ","20000000","20000000","20000000","0","0","0","2020-07-17 16:28:38","2020-08-26 10:46:05","FJUSRAM ","LS2BATCH","20000000","20000000","20000000","CG852"
"2020-05-27 00:00:00","SUEBXL0I","DEA  ","500000000","500000000","500000000","3000000","3000000","3000000","2020-06-17 17:36:54","2020-08-26 10:46:05","RPTINPAM","LS2BATCH","500000000","497000000","500000000","CG852"
"2020-05-27 00:00:00","SUEBXL18","FAC  ","200000000","200000000","200000000","0","0","0","2020-08-26 10:46:05","2020-08-26 10:46:05","LS2BATCH","LS2BATCH","200000000","200000000","200000000","CG852"
"2020-05-27 00:00:00","SUEBXL2B","FAC  ","300000000","300000000","300000000","3000000","3000000","3000000","2020-08-26 10:46:05","2020-08-26 10:46:05","LS2BATCH","LS2BATCH","300000000","297000000","300000000","CG852"
"2020-05-28 00:00:00","3.EFFDYP","DEA  ","100000000","100000000","100000000","0","0","0","2020-08-24 14:58:17","2020-08-27 15:29:27","JAQUITAN","LS2BATCH","100000000","100000000","100000000","CG852"
"2020-05-28 00:00:00","3.EFFDZL","FAC  ","100000000","100000000","100000000","0","0","0","2020-08-24 15:01:25","2020-08-27 15:29:27","JAQUITAN","LS2BATCH","100000000","100000000","100000000","CG852"
"2020-05-29 00:00:00","#!EFTRNS","DEA  ","0","0","0","0","0","0","2020-09-01 09:25:09","2020-09-01 09:25:09","CMARTILL","CMARTILL","0","0","0","CG852"
"2020-05-29 00:00:00","(7EFGUDN","DEA  ","5000000","5000000","5000000","37400","37400","37400","2020-08-25 10:03:23","2020-09-04 14:31:58","CMARTILL","LS2BATCH","5000000","4962600","5000000","CG852"
"2020-05-29 00:00:00","(7EFGUEQ","FAC  ","5000000","5000000","5000000","37400","37400","37400","2020-08-25 10:22:35","2020-09-04 14:31:58","CMARTILL","LS2BATCH","5000000","4962600","5000000","CG852"
"2020-05-29 00:00:00","@EEFGXO8","DEA  ","100000000","100000000","100000000","2221000","2221000","2221000","2020-08-25 11:57:45","2020-09-04 14:31:58","SMANZANO","LS2BATCH","100000000","97779000","100000000","CG852"
"2020-05-29 00:00:00","@EEFH10F","FAC  ","100000000","100000000","100000000","2221000","2221000","2221000","2020-08-25 13:23:31","2020-09-04 14:31:58","SMANZANO","LS2BATCH","100000000","97779000","100000000","CG852"
"2020-06-02 00:00:00","3ZEFFD20","DEA  ","100000000","100000000","100000000","2500000","2500000","2500000","2020-08-24 14:22:58","2020-09-07 15:54:47","JAQUITAN","LS2BATCH","100000000","97500000","100000000","CG852"
"2020-06-02 00:00:00","3ZEFFD2W","FAC  ","100000000","100000000","100000000","2500000","2500000","2500000","2020-08-24 14:36:54","2020-09-07 15:54:47","JAQUITAN","LS2BATCH","100000000","97500000","100000000","CG852"
"2020-06-19 00:00:00","@-EFH363","DEA  ","100000000","30000000","30000000","800000","240000","240000","2020-08-25 14:02:21","2020-09-13 21:02:00","JAQUITAN","LS2BATCH","100000000","99200000","100000000","CG852"
"2020-06-19 00:00:00","@-EFH76E","FAC  ","100000000","30000000","30000000","800000","240000","240000","2020-08-25 15:35:46","2020-09-13 21:02:00","JAQUITAN","LS2BATCH","100000000","99200000","100000000","CG852"
"2020-06-19 00:00:00","C6EFHAQ1","DEA  ","100000000","30000000","30000000","9000000","2700000","2700000","2020-08-25 16:13:24","2020-09-13 21:02:00","JAQUITAN","LS2BATCH","100000000","91000000","100000000","CG852"
"2020-06-19 00:00:00","C6EFHAR6","FAC  ","100000000","30000000","30000000","9000000","2700000","2700000","2020-08-25 16:19:40","2020-09-13 21:02:00","JAQUITAN","LS2BATCH","100000000","91000000","100000000","CG852"
"2020-06-25 00:00:00","0JEGNPY5","FAC  ","100000000","100000000","100000000","0","0","0","2020-09-17 13:07:05","2020-09-17 16:02:29","SMANZANO","LS2BATCH","100000000","100000000","100000000","CG852"
"2020-06-25 00:00:00","G$EGNIUB","FAC  ","100000000","100000000","100000000","0","0","0","2020-09-17 11:45:56","2020-09-17 16:02:29","JAQUITAN","LS2BATCH","100000000","100000000","100000000","CG852"
"2020-06-29 00:00:00","GREGNHU7","FAC  ","100000000","100000000","100000000","1000000","1000000","1000000","2020-09-17 11:18:51","2020-09-18 21:00:13","JAQUITAN","LS2BATCH","100000000","99000000","100000000","CG852"
"2020-07-02 00:00:00","Y5EFF54H","DEA  ","10000000","10000000","3000000","1000000","1000000","300000","2020-08-24 12:23:36","2020-09-21 21:58:17","LIQUSR03","LS2BATCH","10000000","9000000","10000000","CG852"
"2020-07-02 00:00:00","Y5EFF559","FAC  ","10000000","10000000","3000000","1000000","1000000","300000","2020-08-24 12:28:22","2020-09-21 21:58:17","LIQUSR03","LS2BATCH","10000000","9000000","10000000","CG852"
"2020-07-07 00:00:00","9ZEF82GL","FAC  ","100000000","100000000","100000000","12348936.66","12348936.66","12348936.66","2020-08-20 17:04:23","2020-09-29 12:47:08","JAQUITAN","LS2BATCH","100000000","87651063.34","100000000","CG852"
"2020-07-07 00:00:00","YZEFEWH5","DEA  ","191996320.147","191996320.147","191996320.147","10586045.13","10586045.13","10586045.13","2020-08-24 08:48:53","2020-09-29 12:47:07","SMANZANO","LS2BATCH","191996320.147","181410275.017","191996320.147","CG852"
"2020-07-07 00:00:00","YZEFEXAM","FAC  ","100000000","100000000","100000000","10586045.13","10586045.13","10586045.13","2020-08-24 10:07:07","2020-09-29 12:47:07","SMANZANO","LS2BATCH","100000000","89413954.87","100000000","CG852"
"2020-07-09 00:00:00","#XEHOQ6X","DEA  ","100000000","100000000","100000000","0","0","0","2020-10-07 11:21:58","2020-10-07 15:48:04","LIQSVR04","LS2BATCH","100000000","100000000","100000000","CG852"
"2020-07-09 00:00:00","#XEHOQ7N","FAC  ","100000000","100000000","100000000","0","0","0","2020-10-07 15:48:04","2020-10-07 15:48:04","LS2BATCH","LS2BATCH","100000000","100000000","100000000","CG852"
"2020-07-09 00:00:00","0REF4EYL","DEA  ","10000000","10000000","10000000","5433568.66","5433568.66","5433568.66","2020-08-18 15:46:55","2020-10-07 15:48:04","LIQUSR03","LS2BATCH","10000000","4566431.34","10000000","CG852"
"2020-07-09 00:00:00","0REF4FMA","FAC  ","10000000","10000000","10000000","5433568.66","5433568.66","5433568.66","2020-08-18 16:08:34","2020-10-07 15:48:04","LIQUSR03","LS2BATCH","10000000","4566431.34","10000000","CG852"
"2020-07-09 00:00:00",":IEHOPBI","FAC  ","0","0","0","0","0","0","2020-10-07 14:03:06","2020-10-07 14:03:06","LIQUSR03","LIQUSR03","0","0","0","CG852"
"2020-07-09 00:00:00","S#EESVPY","DEA  ","15000000","15000000","15000000","339410.5","339410.5","339410.5","2020-08-12 11:30:26","2020-10-07 15:48:04","CMARTILL","LS2BATCH","15000000","14660589.5","15000000","CG852"
"2020-07-09 00:00:00","S#EESVR1","FAC  ","15000000","15000000","15000000","339410.5","339410.5","339410.5","2020-08-12 11:37:18","2020-10-07 15:48:04","CMARTILL","LS2BATCH","15000000","14660589.5","15000000","CG852"
"2020-07-10 00:00:00","+OEH9ZC4","DEA  ","100000000","100000000","100000000","250000","250000","250000","2020-09-29 14:20:02","2020-10-09 12:57:14","JAQUITAN","LS2BATCH","100000000","99750000","100000000","CG852"
"2020-07-10 00:00:00","+OEH9ZD0","FAC  ","100000000","100000000","100000000","250000","250000","250000","2020-09-30 13:12:03","2020-10-09 12:57:14","LS2BATCH","LS2BATCH","100000000","99750000","100000000","CG852"
"2020-07-10 00:00:00","+TEHQI55","DEA  ","0","0","0","0","0","0","2020-10-08 12:14:01","2020-10-08 12:14:01","ARFELI01","ARFELI01","0","0","0","CG852"
"2020-07-10 00:00:00","+TEHQI5K","DEA  ","0","0","0","0","0","0","2020-10-08 12:27:02","2020-10-08 12:27:02","ARFELI01","ARFELI01","0","0","0","CG852"
"2020-07-10 00:00:00","+TEHQI5Y","DEA  ","0","0","0","0","0","0","2020-10-08 12:33:20","2020-10-08 12:33:20","ARFELI01","ARFELI01","0","0","0","CG852"
"2020-07-10 00:00:00","+TEHQI6F","DEA  ","0","0","0","0","0","0","2020-10-08 12:39:33","2020-10-08 12:39:33","ARFELI01","ARFELI01","0","0","0","CG852"
"2020-07-10 00:00:00","+TEHQI6W","DEA  ","0","0","0","0","0","0","2020-10-08 12:48:13","2020-10-08 12:48:13","ARFELI01","ARFELI01","0","0","0","CG852"
"2020-07-10 00:00:00","+TEHQI7N","DEA  ","0","0","0","0","0","0","2020-10-08 13:03:35","2020-10-08 13:03:35","ARFELI01","ARFELI01","0","0","0","CG852"
"2020-07-10 00:00:00","+TEHQI9O","DEA  ","0","0","0","0","0","0","2020-10-08 13:15:07","2020-10-08 13:15:07","ARFELI01","ARFELI01","0","0","0","CG852"
"2020-07-10 00:00:00","+TEHQIIH","DEA  ","100","0","0","0","0","0","2020-10-08 13:31:24","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","+TEHQISO","FAC  ","100","0","0","0","0","0","2020-10-08 13:37:32","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","42EHS9YE","DEA  ","1000000000","1000000000","1000000000","0","0","0","2020-10-09 11:04:23","2020-10-09 12:57:14","LIQUSR03","LS2BATCH","1000000000","1000000000","1000000000","CG852"
"2020-07-10 00:00:00","42EHSA2A","FAC  ","1000000000","1000000000","1000000000","0","0","0","2020-10-09 11:12:46","2020-10-09 12:57:14","LIQUSR03","LS2BATCH","1000000000","1000000000","1000000000","CG852"
"2020-07-10 00:00:00","4GEHSAYO","DEA  ","100","0","0","0","0","0","2020-10-09 11:27:29","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","4GEHSB10","FAC  ","100","0","0","0","0","0","2020-10-09 11:35:50","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","4GEHSB15","DEA  ","100","0","0","0","0","0","2020-10-09 11:52:30","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","4GEHSB3H","FAC  ","100","0","0","0","0","0","2020-10-09 12:01:32","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","4GEHSB3M","DEA  ","100","0","0","0","0","0","2020-10-09 12:10:56","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","4GEHSB5Y","FAC  ","100","0","0","0","0","0","2020-10-09 12:20:41","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","4GEHSB63","DEA  ","100","0","0","0","0","0","2020-10-09 12:37:14","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","4GEHSB8F","FAC  ","100","0","0","0","0","0","2020-10-09 12:44:57","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","AREHQR3F","DEA  ","100","0","0","0","0","0","2020-10-08 15:23:44","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","AREHQR5R","FAC  ","100","0","0","0","0","0","2020-10-08 15:40:29","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","AREHQR5W","DEA  ","100","0","0","0","0","0","2020-10-08 16:00:43","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","AREHQR88","FAC  ","100","0","0","0","0","0","2020-10-08 16:10:25","2020-10-09 12:57:14","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-10 00:00:00","G5EHQFJW","DEA  ","0","0","0","0","0","0","2020-10-08 11:12:11","2020-10-08 11:12:11","ARFELI01","ARFELI01","0","0","0","CG852"
"2020-07-10 00:00:00","G5EHQFKC","DEA  ","0","0","0","0","0","0","2020-10-08 11:24:53","2020-10-08 11:24:53","ARFELI01","ARFELI01","0","0","0","CG852"
"2020-07-13 00:00:00",".KEHY3KB","DEA  ","0","0","0","0","0","0","2020-10-12 15:17:30","2020-10-12 15:17:30","DELINP01","DELINP01","0","0","0","CG852"
"2020-07-13 00:00:00",".XEHY4LC","DEA  ","1000000000","600000000","600000000","0","0","0","2020-10-12 15:24:50","2020-10-12 22:44:40","LIQUSR03","LS2BATCH","1000000000","1000000000","1000000000","CG852"
"2020-07-13 00:00:00",".XEHY4PA","FAC  ","1000000000","600000000","600000000","0","0","0","2020-10-12 15:27:35","2020-10-12 22:44:40","LIQUSR03","LS2BATCH","1000000000","1000000000","1000000000","CG852"
"2020-07-13 00:00:00","9TEHSZ2Y","DEA  ","0","0","0","0","0","0","2020-10-09 20:17:52","2020-10-09 20:17:52","CESSINP1","CESSINP1","0","0","0","CG852"
"2020-07-13 00:00:00","E0EHXZOW","DEA  ","0","0","0","0","0","0","2020-10-12 14:21:24","2020-10-12 14:21:24","CESSINP1","CESSINP1","0","0","0","CG852"
"2020-07-13 00:00:00","EIEHXY7V","DEA  ","0","0","0","0","0","0","2020-10-12 13:49:56","2020-10-12 13:49:56","CESSINP1","CESSINP1","0","0","0","CG852"
"2020-07-13 00:00:00","ENEHXW2F","DEA  ","0","0","0","0","0","0","2020-10-12 13:02:50","2020-10-12 13:02:50","CESSINP1","CESSINP1","0","0","0","CG852"
"2020-07-13 00:00:00","EXEHXWXY","DEA  ","0","0","0","0","0","0","2020-10-12 13:21:38","2020-10-12 13:21:38","CESSINP1","CESSINP1","0","0","0","CG852"
"2020-07-13 00:00:00","F$EHSHQV","DEA  ","100","0","0","0","0","0","2020-10-09 14:45:39","2020-10-12 22:44:29","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-13 00:00:00","F$EHSHT7","FAC  ","100","0","0","0","0","0","2020-10-09 14:53:12","2020-10-12 22:44:29","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-13 00:00:00","F*EHSKAE","DEA  ","100","0","0","0","0","0","2020-10-09 15:46:22","2020-10-12 22:44:29","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-13 00:00:00","F*EHSKCQ","FAC  ","100","0","0","0","0","0","2020-10-09 15:54:01","2020-10-12 22:44:29","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-13 00:00:00","FYEHSEG7","DEA  ","100","0","0","0","0","0","2020-10-09 13:58:58","2020-10-12 22:44:29","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-13 00:00:00","FYEHSERL","FAC  ","100","0","0","0","0","0","2020-10-09 14:05:47","2020-10-12 22:44:29","ARFELI01","LS2BATCH","100","100","100","CG852"
"2020-07-13 00:00:00","T@EHY3MK","DEA  ","100000000","0","0","0","0","0","2020-10-12 15:46:03","2020-10-12 22:44:32","CESSINP1","LS2BATCH","100000000","100000000","100000000","CG852"
"2020-07-13 00:00:00","T@EHY5FQ","FAC  ","100000000","0","0","0","0","0","2020-10-12 16:29:16","2020-10-12 22:44:32","CESSINP1","LS2BATCH","100000000","100000000","100000000","CG852"
"2020-07-13 00:00:00","TAEHY1D2","DEA  ","0","0","0","0","0","0","2020-10-12 14:58:32","2020-10-12 14:58:32","CESSINP1","CESSINP1","0","0","0","CG852"
"2020-07-13 00:00:00","TZEHY290","DEA  ","0","0","0","0","0","0","2020-10-12 15:16:37","2020-10-12 15:16:37","CESSINP1","CESSINP1","0","0","0","CG852"
"2021-03-01 00:00:00","(7EFGXIA","DEA  ","2000000","2000000","2000000","342303.93","342303.93","342303.93","2020-08-25 12:06:57","2020-10-13 20:32:23","CMARTILL","LS2BATCH","2000000","1657696.07","2000000","CG852"
"2021-03-01 00:00:00","(7EFGXST","FAC  ","2000000","2000000","2000000","342303.93","342303.93","342303.93","2020-08-25 12:13:15","2020-10-13 20:32:23","CMARTILL","LS2BATCH","2000000","1657696.07","2000000","CG852"
"2021-03-01 00:00:00",")YEHXS7X","DEA  ","150000000","45000000","45000000","0","0","0","2020-10-12 11:04:56","2020-10-13 20:32:25","CESSINP1","LS2BATCH","150000000","150000000","150000000","CG852"
"2021-03-01 00:00:00","38EHZOL4","FAC  ","200000000","200000000","200000000","200000000","200000000","200000000","2020-10-13 10:52:13","2020-10-13 20:32:25","JAQUITAN","LS2BATCH","200000000","0","200000000","CG852"
"2021-03-01 00:00:00","9ZEF82FK","DEA  ","867112303.756","867112303.756","867112303.756","243285205.144","243285205.144","243285205.144","2020-08-20 16:37:35","2020-10-13 20:32:25","JAQUITAN","LS2BATCH","867112303.756","623827098.613","867112303.756","CG852"
"2021-03-01 00:00:00","@5EI038S","FAC  ","10000000","6000000","6000000","0","0","0","2020-10-13 14:36:58","2020-10-13 20:32:25","LIQUSR05","LS2BATCH","10000000","10000000","10000000","CG852"
"2021-03-01 00:00:00","@9EHZSR7","FAC  ","250000000","250000000","250000000","0","0","0","2020-10-13 12:43:41","2020-10-13 20:32:25","JAQUITAN","LS2BATCH","250000000","250000000","250000000","CG852"
"2021-03-01 00:00:00","@EEI01UV","DEA  ","10000000","6000000","6000000","0","0","0","2020-10-13 14:04:50","2020-10-13 20:32:25","LIQUSR05","LS2BATCH","10000000","10000000","10000000","CG852"
"2021-03-01 00:00:00","C6EHZZZO","FAC  ","20000000","20000000","20000000","0","0","0","2020-10-13 15:49:23","2020-10-13 20:32:25","JAQUITAN","LS2BATCH","20000000","20000000","20000000","CG852"
"2021-03-01 00:00:00","CKEHZVC2","FAC  ","50000000","50000000","50000000","0","0","0","2020-10-13 14:30:49","2020-10-13 20:32:25","JAQUITAN","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-03-01 00:00:00","CNEHZZU5","FAC  ","50000000","15000000","15000000","0","0","0","2020-10-13 16:21:24","2020-10-13 20:32:25","RPTINP01","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-03-01 00:00:00","T*EHY77J","FAC  ","100000000","30000000","30000000","0","0","0","2020-10-12 17:07:26","2020-10-13 20:32:25","CESSINP1","LS2BATCH","100000000","100000000","100000000","CG852"
"2021-03-03 00:00:00","#!EFTROA","DEA  ","1000000","1000000","500000","602408.38","602408.38","301204.19","2020-09-01 09:27:06","2020-10-14 16:22:02","CMARTILL","LS2BATCH","1000000","397591.62","1000000","CG852"
"2021-03-03 00:00:00","#!EFTRT9","FAC  ","1000000","1000000","500000","602408.38","602408.38","301204.19","2020-09-01 09:54:01","2020-10-14 16:22:02","CMARTILL","LS2BATCH","1000000","397591.62","1000000","CG852"
"2021-03-03 00:00:00","$QEI1OJW","DEA  ","1000000000","400000000","400000000","0","0","0","2020-10-14 13:02:12","2020-10-14 16:22:03","LIQUSR03","LS2BATCH","1000000000","1000000000","1000000000","CG852"
"2021-03-03 00:00:00","$QEI1OLY","FAC  ","1000000000","400000000","400000000","0","0","0","2020-10-14 13:04:28","2020-10-14 16:22:03","LIQUSR03","LS2BATCH","1000000000","1000000000","1000000000","CG852"
"2021-03-03 00:00:00","$VEI1OYA","DEA  ","0","0","0","0","0","0","2020-10-14 13:17:19","2020-10-14 13:17:19","CESSINP1","CESSINP1","0","0","0","CG852"
"2021-03-04 00:00:00","NPEI1VIS","FAC  ","40000000","16000000","16000000","0","0","0","2020-10-14 16:46:19","2020-10-14 17:50:56","JAQUITAN","LS2BATCH","40000000","40000000","40000000","CG852"
"2021-03-05 00:00:00","#+EI35Q6","DEA  ","10000000","4000000","4000000","0","0","0","2020-10-15 08:34:34","2020-10-15 10:11:10","SMANZANO","LS2BATCH","10000000","10000000","10000000","CG852"
"2021-03-05 00:00:00","BPEI37NY","FAC  ","10000000","4000000","4000000","0","0","0","2020-10-15 09:20:19","2020-10-15 10:11:10","JAQUITAN","LS2BATCH","10000000","10000000","10000000","CG852"
"2021-03-05 00:00:00","DXEI1OOP","FAC  ","20000000","8000000","8000000","1000000","400000","400000","2020-10-14 14:11:18","2020-10-15 10:11:10","JAQUITAN","LS2BATCH","20000000","19000000","20000000","CG852"
"2021-03-05 00:00:00","I-EI259A","FAC  ","10000000","310405268.38","310405268.38","0","0","0","2020-10-14 19:57:58","2020-10-15 10:11:10","SMANZANO","LS2BATCH","10000000","10000000","10000000","CG852"
"2021-03-05 00:00:00","I1EI2752","DEA  ","0","0","0","0","0","0","2020-10-14 19:50:51","2020-10-14 19:50:51","CESSINP1","CESSINP1","0","0","0","CG852"
"2021-03-05 00:00:00","I1EI277T","DEA  ","0","0","0","0","0","0","2020-10-14 20:21:08","2020-10-14 20:21:08","CESSINP1","CESSINP1","0","0","0","CG852"
"2021-03-05 00:00:00","IKEI224J","FAC  ","10000","310170.83","310170.83","0","0","0","2020-10-14 19:08:09","2020-10-15 10:11:10","SMANZANO","LS2BATCH","10000","10000","10000","CG852"
"2021-03-05 00:00:00","X-EI206K","FAC  ","100000000","362388117.76","362388117.76","0","0","0","2020-10-14 18:23:18","2020-10-15 10:11:10","SMANZANO","LS2BATCH","100000000","100000000","100000000","CG852"
"2021-03-05 00:00:00","XGEI24BO","DEA  ","0","0","0","0","0","0","2020-10-14 19:05:44","2020-10-14 19:05:44","CESSINP1","CESSINP1","0","0","0","CG852"
"2021-03-08 00:00:00",")JEIAQH2","DEA  ","0","0","0","0","0","0","2020-10-19 10:19:04","2020-10-19 10:19:04","DELINP01","DELINP01","0","0","0","CG852"
"2021-03-08 00:00:00",":6EI3G1H","FAC  ","0","0","0","0","0","0","2020-10-15 11:15:43","2020-10-15 11:15:43","LIQUSR03","LIQUSR03","0","0","0","CG852"
"2021-03-08 00:00:00","O#EIBD80","DEA  ","0","0","0","0","0","0","2020-10-19 18:46:40","2020-10-19 18:46:40","CESSINP1","CESSINP1","0","0","0","CG852"
"2021-03-09 00:00:00","!OEI5XYB","DEA  ","50000000","0","0","0","0","0","2020-10-16 20:11:17","2020-10-26 09:04:45","DELINP01","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-03-09 00:00:00",")(EIAR32","DEA  ","50000000","0","0","0","0","0","2020-10-19 10:31:33","2020-10-26 09:04:45","DELINP01","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-03-09 00:00:00",")(EIAR57","FAC  ","50000000","0","0","0","0","0","2020-10-19 10:39:39","2020-10-26 09:04:45","DELINP01","LS2BATCH","50000000","50000000","50000000","CG852"
"2021-03-09 00:00:00",")9EIAMDP","DEA  ","80000000","0","0","0","0","0","2020-10-19 09:00:33","2020-10-26 09:04:45","DELINP01","LS2BATCH","80000000","80000000","80000000","CG852"
"2021-03-09 00:00:00",")=EIATZI","DEA  ","100000","100000","100000","0","0","0","2020-10-19 12:21:10","2020-10-26 09:04:44","ARFELI01","LS2BATCH","100000","100000","100000","CG852"
