GS_SNAP,GS_INSTR_DESC,GS_BASE_CCY,GS_TRGT_CCY,GS_INSTR_TYPE,GS_INSTR_PRC_TYPE,GS_INSTR_PRICE,GS_VALUE_DATE,GS_PROCESSING_DATE
NEW YORK,RUSDCHFSPOTFXMID2D_LOW,USD,CHF,FX-SPOT,BID,9.0575,20181213,4/15/2018
NEW YORK,ARTUSDCNHSPOTFXMID2D_LOW,USD,CNH,FX-SPOT,BID,9.0576,20181213,4/15/2018
NEW YORK,RUSDSGDSPOTFXMID2D_LOW,USD,SGD,FX-SPOT,BID,9.0577,20181213,4/15/2018
NEW YORK,RUSDNOKSPOTFXMID2D_LOW,USD,NOK,FX-SPOT,BID,9.0578,20181213,4/15/2018
NEW YORK,RUSDDKKSPOTFXMID2D_LOW,USD,DKK,FX-SPOT,BID,9.0579,20181213,4/15/2018
NEW YORK,RGBPUSDSPOTFXMID2D_LOW,GBP,USD,FX-SPOT,BID,9.058,20181213,4/15/2018
NEW YORK,REURUSDSPOTFXMID2D_LOW,EUR,USD,FX-SPOT,BID,9.0581,20181213,4/15/2018
NEW YORK,RUSDIDRSPOTFXMID2D_LOW,USD,IDR,FX-SPOT,BID,9.0582,20181213,4/15/2018
NEW YORK,RUSDJPYSPOTFXMID2D_LOW,USD,JPY,FX-SPOT,BID,9.0583,20181213,4/15/2018
NEW YORK,RUSDHKDSPOTFXMID2D_LOW,USD,HKD,FX-SPOT,BID,9.0584,20181213,4/15/2018
NEW YORK,RUSDMXNSPOTFXASK2D,USD,MXN,FX-SPOT,BID,9.0585,20181213,4/15/2018
NEW YORK,RUSDZARSPOTFXMID2D_LOW,USD,ZAR,FX-SPOT,BID,9.0586,20181213,4/15/2018
NEW YORK,RUSDCNYSPOTFXMID2D_LOW,USD,CNY,FX-SPOT,BID,9.0587,20181213,4/15/2018
NEW YORK,RAUDUSDSPOTFX2D_LOW,AUD,USD,FX-SPOT,BID,9.0588,20181213,4/15/2018
NEW YORK,RUSDSEKSPOTFXMID2D_LOW,USD,SEK,FX-SPOT,BID,9.0589,20181213,4/15/2018
NEW YORK,RUSDTHBSPOTFXMID2D_LOW,USD,THB,FX-SPOT,BID,9.059,20181213,4/15/2018
NEW YORK,RUSDCADSPOTFXMID2D_LOW,USD,CAD,FX-SPOT,BID,9.0591,20181213,4/15/2018
NEW YORK,RUSDCZKSPOTFXASK2D,USD,CZK,FX-SPOT,BID,9.0592,20181213,4/15/2018
NEW YORK,RNZDUSDSPOTFXMID2D_LOW,NZD,USD,FX-SPOT,BID,9.0593,20181213,4/15/2018
NEW YORK,RUSDCHFSPOTFXMID2D_LOW,USD,CHF,FX-SPOT,MID,9.0594,20181213,4/15/2018
NEW YORK,ARTUSDCNHSPOTFXMID2D_LOW,USD,CNH,FX-SPOT,MID,9.0595,20181213,4/15/2018
NEW YORK,RUSDSGDSPOTFXMID2D_LOW,USD,SGD,FX-SPOT,MID,9.0596,20181213,4/15/2018
NEW YORK,RUSDNOKSPOTFXMID2D_LOW,USD,NOK,FX-SPOT,MID,9.0597,20181213,4/15/2018
NEW YORK,RUSDDKKSPOTFXMID2D_LOW,USD,DKK,FX-SPOT,MID,9.0598,20181213,4/15/2018
NEW YORK,RGBPUSDSPOTFXMID2D_LOW,GBP,USD,FX-SPOT,MID,9.0599,20181213,4/15/2018
NEW YORK,REURUSDSPOTFXMID2D_LOW,EUR,USD,FX-SPOT,MID,9.06,20181213,4/15/2018
NEW YORK,RUSDJPYSPOTFXMID2D_LOW,USD,JPY,FX-SPOT,MID,9.0601,20181213,4/15/2018
NEW YORK,RUSDIDRSPOTFXMID2D_LOW,USD,IDR,FX-SPOT,MID,9.0602,20181213,4/15/2018
NEW YORK,RUSDHKDSPOTFXMID2D_LOW,USD,HKD,FX-SPOT,MID,9.0603,20181213,4/15/2018
NEW YORK,RUSDMXNSPOTFXASK2D,USD,MXN,FX-SPOT,MID,9.0604,20181213,4/15/2018
NEW YORK,RUSDZARSPOTFXMID2D_LOW,USD,ZAR,FX-SPOT,MID,9.0605,20181213,4/15/2018
NEW YORK,RUSDCNYSPOTFXMID2D_LOW,USD,CNY,FX-SPOT,MID,9.0606,20181213,4/15/2018
NEW YORK,RAUDUSDSPOTFX2D_LOW,AUD,USD,FX-SPOT,MID,0.78,20181213,4/15/2018
NEW YORK,RUSDSEKSPOTFXMID2D_LOW,USD,SEK,FX-SPOT,MID,9.0608,20181213,4/15/2018
NEW YORK,RUSDCADSPOTFXMID2D_LOW,USD,CAD,FX-SPOT,MID,9.0609,20181213,4/15/2018
NEW YORK,RUSDTHBSPOTFXMID2D_LOW,USD,THB,FX-SPOT,MID,9.061,20181213,4/15/2018
NEW YORK,RUSDCZKSPOTFXASK2D,USD,CZK,FX-SPOT,MID,9.0611,20181213,4/15/2018
NEW YORK,RNZDUSDSPOTFXMID2D_LOW,NZD,USD,FX-SPOT,MID,9.0612,20181213,4/15/2018
